nom_fichier,categorie,is_valid,siret_extracted,tva_extracted,iban_extracted,bic_extracted,date_extracted,siret_correct,tva_correct,iban_correct,bic_correct,date_correct
41f685eb9ac58774add18cee5ad390c4.pdf,attestation_siret,True,17974973400374,,,,1991-10-27,False,True,True,True,False
42406cbec38ec2157f52846699754e92.pdf,attestation_siret,True,,,,,1977-09-13,True,True,True,True,False
43b9f95ec9b15c6fa7ae277d97408ec0.pdf,attestation_siret,True,57306524000711,,,,1999-10-10,False,True,True,True,False
4630e789920506b4b5d1669932fe9b75.pdf,attestation_siret,True,51827553200951,,,,2009-01-15,False,True,True,True,False
46585753077a0d352ead4a50e14a9137.pdf,attestation_siret,True,,,,,2003-05-05,True,True,True,True,False
47deaeda0557032f5f54a2ff6ebc850a.pdf,attestation_siret,True,52088147500393,,,,2013-06-14,False,True,True,True,False
485fd4b049a4901d6a23ed14ad29704b.pdf,attestation_siret,True,36887258600962,,,,1990-11-13,False,True,True,True,False
48b6f895562a99bb21559043ac35b0cf.pdf,attestation_siret,True,,,,,2020-07-11,True,True,True,True,False
4b65263bdd5705c4c6a11759438dfc2b.pdf,attestation_siret,True,,,,,2000-09-27,True,True,True,True,False
4bb5aca9637e8283b8b93ac87ab8e17f.pdf,attestation_siret,True,22517908400507,,,,1975-10-16,False,True,True,True,False
4c03b65c56bdb479b51ba87d6dea1f02.pdf,attestation_siret,True,46566938000110,,,,1971-01-17,False,True,True,True,False
4c3424237e780ed529a1bafa1c553ea1.pdf,attestation_siret,True,81238780100762,,,,1972-09-15,False,True,True,True,False
4d9c1a42f06e4642179a3fe1786cec64.pdf,attestation_siret,True,12345678901234,,,,2026-02-04,False,True,True,True,False
50cc0d0b3d3f25b1330ebf6c5092399b.pdf,attestation_siret,True,41379772100847,,,,1984-12-05,False,True,True,True,False
523cd1261068a33bc9a0f7ea95bc5573.pdf,attestation_siret,True,79749735100149,,,,2006-05-28,False,True,True,True,False
5384a75c1278c322669b121298b1556a.pdf,attestation_siret,True,03471754600203,,,,2008-02-18,False,True,True,True,False
54251b374a806d407e95da2217805338.pdf,attestation_siret,True,99988081800508,,,,1972-11-20,False,True,True,True,False
56e71e1abd78f80050d785f55c96cdc2.pdf,attestation_siret,True,50052812000792,,,,1991-07-22,False,True,True,True,False
57c6e8626c0093fa27653cfbd227f0df.pdf,attestation_siret,True,77848728000415,,,,1982-01-18,False,True,True,True,False
580307a5377502a98e91bb55a8986c5b.pdf,attestation_siret,True,11810220100415,,,,1976-09-20,False,True,True,True,False
5900f1df2cfe1f8bf6bb12383ac679a6.pdf,attestation_siret,True,,,,,1988-12-04,True,True,True,True,False
5a971523936dc0cf293273078ab6b8a3.pdf,attestation_siret,True,92069804000614,,,,2023-09-15,False,True,True,True,False
5af067816a1cef20d6adf511f36226ab.pdf,attestation_siret,True,53559042600461,,,,1993-10-19,False,True,True,True,False
5b8c3384a4b44301297dca86b9174263.pdf,attestation_siret,True,93639264600662,,,,2011-03-13,False,True,True,True,False
5c629fdd96392660c8987e82383ad9eb.pdf,attestation_siret,True,,,,,2000-09-24,True,True,True,True,False
5def464899e3c6832d61a1f922f4b36e.pdf,attestation_siret,True,,,,,2006-12-26,True,True,True,True,False
5f27c92471d557ae225b4a03e9a76fef.pdf,attestation_siret,True,69315727300733,,,,2026-03-11,False,True,True,True,False
5fd4e6bae02d945001e62592b868e882.pdf,attestation_siret,True,65880434900400,,,,1976-04-30,False,True,True,True,False
5fda982cc10dafb058b3335214248960.pdf,attestation_siret,True,33472282400391,,,,1971-12-12,False,True,True,True,False
6013375572ca6bf2ee085d32454a7d0f.pdf,attestation_siret,True,07740649400680,,,,1985-09-25,False,True,True,True,False
601a4d1a8bfd83edb550b04ca98adb1e.pdf,attestation_siret,True,48739285400716,,,,2001-11-16,False,True,True,True,False
627e4d57a94fe553700fa20d515186df.pdf,attestation_siret,True,22992750400576,,,,1984-11-21,False,True,True,True,False
62bc2bbd43ad9b7f1b3782e543a1eccb.pdf,attestation_siret,True,49647598900372,,,,2000-08-22,False,True,True,True,False
63f6743c93f332e1796bf71ea01d348f.pdf,attestation_siret,True,,,,,1992-01-20,True,True,True,True,False
650ef71d97baf7c304842b097d67497b.pdf,attestation_siret,True,09480141200902,,,,1984-09-10,False,True,True,True,False
66c768fadfa3dae6c09001b44090a24f.pdf,attestation_siret,True,98490277500514,,,,1970-09-24,False,True,True,True,False
69c2fc790b89d55c1fedc4c6437f955b.pdf,attestation_siret,True,,,,,1985-02-22,True,True,True,True,False
6a7e73a98a09d58bb32840a166ff5636.pdf,attestation_siret,True,74495621000713,,,,2020-11-21,False,True,True,True,False
6a9929657e8d5d920383a8e6d55d4b08.pdf,attestation_siret,True,77406493500018,,,,1982-10-31,False,True,True,True,False
6a9e39614e7e77ecb724f6527f659ed6.pdf,attestation_siret,True,12345678901234,,,,1981-05-01,False,True,True,True,False
6d7c6344a6ca237c04aa82923053f3ae.pdf,attestation_siret,True,89554393200365,,,,2000-12-12,False,True,True,True,False
6fd3a3e6d5679476f11474f36c16970c.pdf,attestation_siret,True,18184518100641,,,,2025-05-02,False,True,True,True,False
6ff4319bc4a1b458e033bcef73ef4a89.pdf,attestation_siret,True,31498643100612,,,,2023-09-21,False,True,True,True,False
71f1fd82c63baf73ff76e8eeff8f8bb6.pdf,attestation_siret,True,,,,,2025-10-26,True,True,True,True,False
72c07a1f71a904190322f58e74ccc20c.pdf,attestation_siret,True,73926030500613,,,,1978-09-14,False,True,True,True,False
72e4dbad84b10804e843ded253fb8801.pdf,attestation_siret,True,79472846900402,,,,1985-02-11,False,True,True,True,False
7319c2e9fc7296e56ceed3b3a9a36ebc.pdf,attestation_siret,True,,,,,2022-08-25,True,True,True,True,False
73414c62c1e306a9be405326c4c80883.pdf,attestation_siret,True,24593344500190,,,,2008-09-22,False,True,True,True,False
73921aa3aa03e478c341751a94aa7f94.pdf,attestation_siret,True,,,,,1980-03-19,True,True,True,True,False
75dab728db1dbb8d05f9ff5fdd6fa37a.pdf,attestation_siret,True,,,,,2011-09-22,True,True,True,True,False
7928c5c553e3fcc1d3fee23894a1367e.pdf,attestation_siret,True,33146591400678,,,,1977-08-28,False,True,True,True,False
7e6b7745835c503178c199c7019de2ca.pdf,attestation_siret,True,63009792100153,,,,1995-04-11,False,True,True,True,False
7ecbb7806565ed2420e7d5e919e08ccc.pdf,attestation_siret,True,63681579700379,,,,2004-01-26,False,True,True,True,False
7ee6a6a6a1671c4624e28e3b02029108.pdf,attestation_siret,True,69448695200195,,,,1997-01-17,False,True,True,True,False
7fc94e73ec3fe73ac48d5603855f95be.pdf,attestation_siret,True,43416518900011,,,,1984-11-15,False,True,True,True,False
809188f11b67645edcaa4864e106b78a.pdf,attestation_siret,True,16655355200117,,,,1981-07-08,False,True,True,True,False
82d13329abdff4b6ba6dbfc673a34995.pdf,attestation_siret,True,55439376900746,,,,1997-09-15,False,True,True,True,False
836fcf6dfa33ae81625d2e94de573d4c.pdf,attestation_siret,True,94636887500468,,,,1982-03-01,False,True,True,True,False
84e2f332eaea37293c55db15f3846983.pdf,attestation_siret,True,57991366600874,,,,2005-07-28,False,True,True,True,False
8584af728cd2da92ff239d11dcf679e3.pdf,attestation_siret,True,51868926000579,,,,2022-04-13,False,True,True,True,False
8602df24f8daef81be6eb47893ebb918.pdf,attestation_siret,True,42681818300003,,,,1990-01-09,False,True,True,True,False
8684ba7a87a25649b74ffc2d553c7555.pdf,attestation_siret,True,51844989700058,,,,1981-10-31,False,True,True,True,False
875dd2aaf2f605f8c5e345bd01306d10.pdf,attestation_siret,True,36392649400784,,,,2006-11-25,False,True,True,True,False
884568f66935a50f4e8b1a2fdd70452a.pdf,attestation_siret,True,49993933800780,,,,2016-10-10,False,True,True,True,False
88ebd5d04b89ce09633c425f7cbb2e68.pdf,attestation_siret,True,95761228600980,,,,1992-12-19,False,True,True,True,False
8b226f9785ac1c4ce475cd88998fd931.pdf,attestation_siret,True,20679981900282,,,,1985-02-10,False,True,True,True,False
8eaeb24d8d50094efd4394536b6caf88.pdf,attestation_siret,True,,,,,2022-10-27,True,True,True,True,False
8f19e2aff5ff6c16163be6cd40e04697.pdf,attestation_siret,True,,,,,1970-03-29,True,True,True,True,False
8ffbe4526c9a2138003538a79580aaef.pdf,attestation_siret,True,,,,,2005-08-24,True,True,True,True,False
905959f61e38f0754210f61ff6af7f8f.pdf,attestation_siret,True,57086209400697,,,,1994-10-11,False,True,True,True,False
90e588fd2d2c3fee8d6d958dacb723a9.pdf,attestation_siret,True,59916247600486,,,,2022-02-12,False,True,True,True,False
914b90020466f08f80c07aa374449e49.pdf,attestation_siret,True,92024286400055,,,,2010-10-15,False,True,True,True,False
9155d326a3766cf1762978def8850d78.pdf,attestation_siret,True,42869904500210,,,,2011-04-11,False,True,True,True,False
928156f214b083e64718f60a0c80b781.pdf,attestation_siret,True,40514770300186,,,,1992-08-01,False,True,True,True,False
93333bf4da48b2935afaadfe6dbd505b.pdf,attestation_siret,True,31365024400061,,,,1970-08-10,False,True,True,True,False
9388dcfc800be6e7c3548ea652301012.pdf,attestation_siret,True,,,,,1976-03-16,True,True,True,True,False
938adbf11bffb44332eb5811c1c9592f.pdf,attestation_siret,True,,,,,1973-06-29,True,True,True,True,False
93be8c2110a28251bd068174c6524a45.pdf,attestation_siret,True,,,,,2010-03-04,True,True,True,True,False
941e10b8e7b7f5c386e1a4e3a92827d3.pdf,attestation_siret,True,89833146700255,,,,2009-03-14,False,True,True,True,False
9750c9c6f60c928ad8362c26f51c5f9a.pdf,attestation_siret,True,00681149100700,,,,1991-01-20,False,True,True,True,False
97d0901c5747c42097b8f89a091148e0.pdf,attestation_siret,True,79472846900402,,,,1973-09-07,False,True,True,True,False
991cd073d758cd43fa960fd614ecfbc9.pdf,attestation_siret,True,86632270400309,,,,1982-01-07,False,True,True,True,False
99311482fcc554fc84e3140906185836.pdf,attestation_siret,True,72897526900883,,,,2003-06-11,False,True,True,True,False
9a581e30328ba52c864207d362623a3a.pdf,attestation_siret,True,56475705200274,,,,1973-10-24,False,True,True,True,False
9b075bc55936f38acbbcb82ee229052b.pdf,attestation_siret,True,21117908000455,,,,2012-03-27,False,True,True,True,False
9bf21860bd1d21a62e2dcc256bb5b744.pdf,attestation_siret,True,38944846500549,,,,1982-10-17,False,True,True,True,False
9cec4ea27a3932a5573d9982bef3d4bd.pdf,attestation_siret,True,87716947400864,,,,1998-09-15,False,True,True,True,False
9d88e5c53a9b066e80b5ac931f601b8a.pdf,attestation_siret,True,90881172200788,,,,2011-01-25,False,True,True,True,False
9de72fdd766bb4ba9164fc46c7365250.pdf,attestation_siret,True,97925132900053,,,,2016-09-05,False,True,True,True,False
9fa728d12da05d2e32a05bf483e01773.pdf,attestation_siret,True,62055543300627,,,,2004-02-10,False,True,True,True,False
9ff4639c077e390bb05fb313ee4d3adb.pdf,attestation_siret,True,58573065800291,,,,2019-04-19,False,True,True,True,False
a2249e6e0aa6c6a04b7ec45d327a86d5.pdf,attestation_siret,True,42373334400737,,,,2012-02-05,False,True,True,True,False
a3636a710b887acd3b9b5e943560d107.pdf,attestation_siret,True,,,,,2012-08-18,True,True,True,True,False
a3c5d58ad7d0d6d39bb4d4ed3dbfccba.pdf,attestation_siret,True,72897526900990,,,,1979-05-11,False,True,True,True,False
a3d6c2fc8e2ed9da7a7e7fee0af18995.pdf,attestation_siret,True,75003691500668,,,,2011-09-13,False,True,True,True,False
a489f80144cc183a37f1b4c15d8d8516.pdf,attestation_siret,True,12345678901234,,,,2000-09-06,False,True,True,True,False
a52bd31de926b5200937f26c7310fcce.pdf,attestation_siret,True,35190669800334,,,,2010-08-29,False,True,True,True,False
a54a8ac164be3cf467fca28d87a1c260.pdf,attestation_siret,True,39205302100896,,,,1994-01-12,False,True,True,True,False
a563605e50b730c5198e4605c5d4c3d8.pdf,attestation_siret,True,45061593500712,,,,1992-02-15,False,True,True,True,False
a79ff3406063b46e360fa1fb3754be39.pdf,attestation_siret,True,51046368000841,,,,2018-04-18,False,True,True,True,False
a8800ff4b1361f6ade84558143730327.pdf,attestation_siret,True,94070164200891,,,,1971-04-20,False,True,True,True,False
a98be82438fee4108b42c5367751ca05.pdf,attestation_siret,True,12345678901234,,,,1991-01-24,False,True,True,True,False
aa78f4a68352d4060e378660898c0477.pdf,attestation_siret,True,,,,,2013-02-23,True,True,True,True,False
aa90a6b3569a175bf8be79b0277192be.pdf,attestation_siret,True,96114351800606,,,,2011-06-12,False,True,True,True,False
aae43a8d756c4ad8aafcbd750f32ef32.pdf,attestation_siret,True,27703843600071,,,,2005-02-06,False,True,True,True,False
ab1c377594a584eab9f76861da760361.pdf,attestation_siret,True,,,,,1981-02-22,True,True,True,True,False
ac4225eb90326fd6976dc3d5e411aeee.pdf,attestation_siret,True,50488899100271,,,,1980-07-12,False,True,True,True,False
ad765d2a122297fd0e64668de1e2887e.pdf,attestation_siret,True,28434795200335,,,,2003-12-10,False,True,True,True,False
ad9fff304bb8f4fe83f1d8779c0cf1e6.pdf,attestation_siret,True,80038457000589,,,,1980-09-07,False,True,True,True,False
af28d6f753b2d16881b81d93f591044c.pdf,attestation_siret,True,61055661500736,,,,1970-10-12,False,True,True,True,False
b00a46aea307925a849037930097c15c.pdf,attestation_siret,True,22517908400507,,,,1997-03-01,False,True,True,True,False
b2f4f0dfe26c3d84aa220bcf0a2d21a8.pdf,attestation_siret,True,56213721600734,,,,2024-07-01,False,True,True,True,False
b4ee038d5b2932e2ce67ff8e524db4b0.pdf,attestation_siret,True,02341326300239,,,,2002-03-15,False,True,True,True,False
b5bf501d360853a0473ef15cc21becd1.pdf,attestation_siret,True,36730371600156,,,,2005-06-18,False,True,True,True,False
b5c99bf06d601fadf6c2355d61d3d0b5.pdf,attestation_siret,True,38944846500804,,,,1989-09-15,False,True,True,True,False
b61edc7c5fa67a84c46ad166da7b35bd.pdf,attestation_siret,True,88165803300595,,,,2024-11-19,False,True,True,True,False
b7c9b75af9ce7ee32b42436386176b40.pdf,attestation_siret,True,20347175000885,,,,1987-09-05,False,True,True,True,False
b8e3359e5648538c1225adf19a763f1d.pdf,attestation_siret,True,86227837100516,,,,2008-11-17,False,True,True,True,False
b929cd4c0e9b729b43803b53905e414b.pdf,attestation_siret,True,97927033700442,,,,2021-07-25,False,True,True,True,False
b96cf458c4929a5007e57f11117e0e07.pdf,attestation_siret,True,,,,,2000-11-16,True,True,True,True,False
bac4995cc08f4cdd01207fd9d20ad0d2.pdf,attestation_siret,True,99939330900342,,,,2016-10-29,False,True,True,True,False
bc17f83b43e9ca793119b90c7b5eaa8d.pdf,attestation_siret,True,22459334300458,,,,2025-03-12,False,True,True,True,False
bcaffb2a2b77d29d33a8571690ee540a.pdf,attestation_siret,True,09883920200243,,,,1994-06-25,False,True,True,True,False
bf77134b42fe19cfc5457527d7075e2d.pdf,attestation_siret,True,62912799400644,,,,2021-03-14,False,True,True,True,False
c05658e565bd7a0f956224cf716e0a81.pdf,attestation_siret,True,06799813800191,,,,2023-07-07,False,True,True,True,False
c2d02c040956ebb5e2175d2ebbedf5ff.pdf,attestation_siret,True,02341326300239,,,,1977-01-04,False,True,True,True,False
c44fc4976d4ef5483212e584737d4f00.pdf,attestation_siret,True,02144270200680,,,,1985-11-04,False,True,True,True,False
c4692730406f5bcf936e3f6d857a94ea.pdf,attestation_siret,True,64742312800527,,,,1982-07-28,False,True,True,True,False
c4725537867ee719584a49d7ad37edc7.pdf,attestation_siret,True,23298324700692,,,,2016-11-08,False,True,True,True,False
c4c15b8d389c3327553ae5613fb0f38e.pdf,attestation_siret,True,43940701600070,,,,1996-06-12,False,True,True,True,False
c535c231af90ba3f7a8ee496c3c41946.pdf,attestation_siret,True,09678994600124,,,,1973-05-05,False,True,True,True,False
c8244003ea5cf18187ab918c408db6b9.pdf,attestation_siret,True,36556472300549,,,,2025-05-28,False,True,True,True,False
c882bc6230891704b9a1f630edf5b0c7.pdf,attestation_siret,True,,,,,1975-12-20,True,True,True,True,False
c9364463736a5b949fb1fbb82ac8dc53.pdf,attestation_siret,True,65939836600818,,,,2000-10-14,False,True,True,True,False
ca262c5bbf8dd2c18a60546a3b542fc9.pdf,attestation_siret,True,,,,,1986-10-17,True,True,True,True,False
ca3011aa45eb9bcaf9453cb623eca168.pdf,attestation_siret,True,86227837100516,,,,1996-11-25,False,True,True,True,False
cba7bd64f662d6ae2b74d9ce2abb890a.pdf,attestation_siret,True,19500528500638,,,,2023-11-11,False,True,True,True,False
cbf179c395cee10df1ace750df608f9b.pdf,attestation_siret,True,42400825800529,,,,2006-05-31,False,True,True,True,False
cc80d9f46e49d7ce1ed885195dc9fec0.pdf,attestation_siret,True,33060463800206,,,,1982-01-19,False,True,True,True,False
ce4bff84e18d3c2e82fbd840f47b79cf.pdf,attestation_siret,True,89755855700202,,,,1998-01-22,False,True,True,True,False
ce62674c51b7dbbd3afbaf2c387a1041.pdf,attestation_siret,True,22591365600198,,,,2019-01-06,False,True,True,True,False
cf3c82808ab98a0bb4cbe53a40bff3db.pdf,attestation_siret,True,,,,,1972-09-02,True,True,True,True,False
cf6fbfe489dd8522333790a42dc46745.pdf,attestation_siret,True,,,,,1973-09-30,True,True,True,True,False
cfc36c3fc114fd694ed240d0f60349cc.pdf,attestation_siret,True,79082723200626,,,,1975-04-01,False,True,True,True,False
d029b275978c716d8854e2c0aec8b5c8.pdf,attestation_siret,True,72885744200533,,,,2016-12-28,False,True,True,True,False
d112a4ac414549dd0399b8d0c61faf6f.pdf,attestation_siret,True,,,,,2007-03-09,True,True,True,True,False
d1d011b057397fecb9b1646db23f6141.pdf,attestation_siret,True,59184638100489,,,,1997-08-14,False,True,True,True,False
d25afbce8796eb16fb10493a7c917e37.pdf,attestation_siret,True,86387829400843,,,,1989-04-08,False,True,True,True,False
d2f7fb443075cdee7d439156771b8e8e.pdf,attestation_siret,True,52088147500393,,,,1994-07-12,False,True,True,True,False
d40874d50365523ed84248b3bd4d836d.pdf,attestation_siret,True,98180635900007,,,,1977-04-03,False,True,True,True,False
d443c7159d854a41e5d6b8635ab01519.pdf,attestation_siret,True,74982182300939,,,,2000-07-31,False,True,True,True,False
d4c00dd15c3620508b1e9047b810f050.pdf,attestation_siret,True,92984257300180,,,,2010-08-05,False,True,True,True,False
d554878b9efba7f66335c2f0f8905033.pdf,attestation_siret,True,92518812000834,,,,1991-08-12,False,True,True,True,False
d5d834db3039c77db77f73b85cc3625c.pdf,attestation_siret,True,25188125600720,,,,1998-03-06,False,True,True,True,False
d634c4a711b270d937093121662fa644.pdf,attestation_siret,True,49647598900372,,,,1981-05-21,False,True,True,True,False
d68f6011349d5fec91f83226f724fef7.pdf,attestation_siret,True,00681149100700,,,,1980-07-26,False,True,True,True,False
d7b4d46726213f4375615ca0497776f6.pdf,attestation_siret,True,12345678901234,,,,1986-03-10,False,True,True,True,False
d7c87e85015f5763b3109ee968488c27.pdf,attestation_siret,True,73037183800493,,,,2016-05-16,False,True,True,True,False
d86b3f67503d92317e5d5d5a852e7bfa.pdf,attestation_siret,True,95761228600139,,,,1997-04-29,False,True,True,True,False
d9e581ab1ae6c34960125d770c730cb8.pdf,attestation_siret,True,21038862500498,,,,2011-03-17,False,True,True,True,False
da85bea794b54d5257c96ffef435810a.pdf,attestation_siret,True,70335211200188,,,,2020-04-30,False,True,True,True,False
da939305a8ec4f341cbca92802a785c7.pdf,attestation_siret,True,00490824000502,,,,1970-06-13,False,True,True,True,False
db98ed99cfea514b050691bf16075cc3.pdf,attestation_siret,True,38658902200121,,,,1996-06-24,False,True,True,True,False
dbcf588a81b1146a9fa4cebfae78d9cc.pdf,attestation_siret,True,90260127700707,,,,1974-05-12,False,True,True,True,False
dcc0ae665a75eed97cfe9d588c1ec454.pdf,attestation_siret,True,11039240400932,,,,2024-09-24,False,True,True,True,False
dd048aea8b428264d959aa748a098ab3.pdf,attestation_siret,True,12345678901234,,,,2001-03-18,False,True,True,True,False
de471323dda857d0a782d81402fd38e6.pdf,attestation_siret,True,17298068200154,,,,1972-12-15,False,True,True,True,False
e0b822bcb3208a8a3b9fd5d00546eb3c.pdf,attestation_siret,True,55647292600535,,,,2009-03-10,False,True,True,True,False
e1327b479db179267ac7540d52041660.pdf,attestation_siret,True,72369292700608,,,,2019-04-13,False,True,True,True,False
e3ea8f9587c772783956ec8ea6068c3a.pdf,attestation_siret,True,,,,,1975-05-28,True,True,True,True,False
e4d62bf5cfa82da6bc8779c31ff47f8e.pdf,attestation_siret,True,98218274300350,,,,1994-12-25,False,True,True,True,False
e89388af8f9af10f90148bb6d3b7202e.pdf,attestation_siret,True,37333433300953,,,,1983-10-19,False,True,True,True,False
e9aa6617e0dcc44bdf34e09d822a1d6f.pdf,attestation_siret,True,48947697800650,,,,2022-05-25,False,True,True,True,False
ea34d54a6ece852635debca39afda3f9.pdf,attestation_siret,True,46084325300804,,,,1996-09-25,False,True,True,True,False
